Prior,P1 Alg,P2 Alg,Time Horizon,Agent Alg,Market Share for P1,P1 Regret,P2 Regret,Abs Delta Regret,Memory Size
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.001,0.11999999999999997,0.0076076076076076072,0.11239239239239236,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.0007142857142857143,0.11999999999999997,0.0072051465332380526,0.11279485346676192,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0005,0.11999999999999997,0.0073036518259130059,0.11269634817408697,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.0004166666666666667,0.11999999999999997,0.0072030012505211079,0.11279699874947886,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.0003333333333333333,0.11999999999999997,0.0070690230076692877,0.11293097699233068,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.003,0.1333333333333333,0.0048144433299899718,0.12851889000334332,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.001,0.1333333333333333,0.0066066066066065941,0.12672672672672672,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0006,0.1333333333333333,0.007004202521512899,0.1263291308118204,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.00042857142857142855,0.1333333333333333,0.0071459196798628229,0.12618741365347047,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0003,0.1333333333333333,0.0074622386716015326,0.12587109466173177,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.00025,0.1333333333333333,0.0071351171126115423,0.12619821622072175,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.0002,0.1333333333333333,0.0067480162699207107,0.12658531706341258,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.0058000000000000022,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0003333333333333333,0.19999999999999996,0.0073357785928642727,0.19266422140713568,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0002,0.19999999999999996,0.0079215843168633764,0.19207841568313658,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.00014285714285714287,0.19999999999999996,0.0075439348478354351,0.19245606515216451,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0001,0.19999999999999996,0.0069606960696070056,0.19303930393039295,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,8.333333333333333e-05,0.19999999999999996,0.0068172347695641825,0.19318276523043576,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,6.666666666666667e-05,0.19999999999999996,0.0067071138075872321,0.19329288619241272,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.0,nan,0.0080000000000000036,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.0,nan,0.0067333333333333203,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0,nan,0.0064399999999999839,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.0,nan,0.0065714285714285874,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.0,nan,0.0064000000000000367,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.0,nan,0.0063666666666667123,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.0,nan,0.0062666666666667198,nan,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.012,0.18333333333333326,0.0078947368421052669,0.175438596491228,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.004,0.18333333333333326,0.0067603748326639764,0.17657295850066929,100
Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0042,0.17142857142857146,0.0067885117493472463,0.16464005967922421,100
