Prior,P1 Alg,P2 Alg,Time Horizon,Agent Alg,Market Share for P1,P1 Regret,P2 Regret,Abs Delta Regret,Memory Size
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00019999999999999996,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00019999999999999996,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00013333333333333331,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00010999999999999996,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.16584170791460426,0.0031956587277660519,0.0017825311942959001,0.0014131275334701519,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.18989050547472627,0.0027909426013691401,0.0012899064817800715,0.0015010361195890685,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.19024048797560122,0.0027858081471747688,0.00082179544439481907,0.0019640127027799499,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.19024048797560122,0.0027858081471747688,0.00064217351034269801,0.0021436346368320707,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,4.999750012499375e-05,0.19999999999999996,0.0016403280656131231,0.19835967193438683,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,4.999750012499375e-05,0.19999999999999996,0.0012001200120011991,0.19879987998799875,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00082672178145209605,0.19917327821854786,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00066003300165008174,0.19933996699834988,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0002999850007499625,0.16666666666666663,4.0048057669203038e-05,0.16662661860899744,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0002999850007499625,0.16666666666666663,2.0012007204322589e-05,0.1666466546594623,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0002999850007499625,0.16666666666666663,1.3338668800853672e-05,0.16665332799786578,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0002999850007499625,0.16666666666666663,1.0003000900270078e-05,0.16665666366576637,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00076015203040608135,0.19923984796959388,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00056005600560056024,0.1994399439943994,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00040002666844456315,0.19959997333155538,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00035001750087504391,0.19964998249912491,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00027999999999999992,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00029999999999999997,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00028000000000000008,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00025000000000000011,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.00024998750062496874,0.11999999999999997,0.00040040040040040031,0.11959959959959957,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.00024998750062496874,0.11999999999999997,0.00020010005002501246,0.11979989994997496,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.00024998750062496874,0.11999999999999997,0.00013337779259753248,0.11986662220740243,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.00024998750062496874,0.11999999999999997,0.00010002500625156287,0.11989997499374841,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00023999999999999995,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00021999999999999993,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00021333333333333333,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00025000000000000011,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00043999999999999985,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00023999999999999995,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00015999999999999996,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00016000000000000001,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.0,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.0,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.0,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.0,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.19149042547872605,0.0052219321148824962,0.0056410256410256441,0.00041909352614314787,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.42707864606769663,0.0026691641301802801,0.0058984910836762695,0.0032293269534959894,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.5906704664766762,0.0019807008633824234,0.0035153797865662248,0.0015346789231838014,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.8405079746012699,0.0014395336386889505,0.003512072750078392,0.0020725391113894415,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.0028799999999999963,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.002239999999999995,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.0016799999999999962,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.0013499999999999968,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00039999999999999991,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00050000000000000023,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00037333333333333348,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00032000000000000013,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0008499575021248938,0.16470588235294117,0.0012843668472807552,0.16342151550566042,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0008499575021248938,0.16470588235294117,0.00066112391064810207,0.16404475844229308,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0008499575021248938,0.16470588235294117,0.00045384769405326056,0.16425203465888791,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0008499575021248938,0.16470588235294117,0.00037031476755241974,0.16433556758538875,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,4.999750012499375e-05,0.19999999999999996,0.0008001600320064015,0.19919983996799356,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00060006000600060032,0.19939993999399935,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00044002933528901946,0.19955997066471093,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00035001750087504391,0.19964998249912491,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.00014999250037498125,0.1333333333333333,0.00048028817290374215,0.13285304516042956,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.00014999250037498125,0.1333333333333333,0.00040012003601080335,0.13293321329732249,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.00014999250037498125,0.1333333333333333,0.00041341601653664087,0.13291991731679667,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.00014999250037498125,0.1333333333333333,0.00031004650697604656,0.13302328682635725,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00076000000000000015,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00084000000000000025,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.0010799999999999983,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00085999999999999857,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,4.999750012499375e-05,0.19999999999999996,0.0016003200640128032,0.19839967993598714,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,4.999750012499375e-05,0.19999999999999996,0.0009800980098009799,0.19901990199019898,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00084005600373358142,0.19915994399626638,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,4.999750012499375e-05,0.19999999999999996,0.00071003550177508787,0.19928996449822486,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0005499725013749313,0.036363636363636355,0.00032070555221487264,0.036042930811421479,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0005499725013749313,0.036363636363636355,0.00034037441185303839,0.03602326195178332,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0005499725013749313,0.036363636363636355,0.00028020548402161592,0.036083430879614742,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0006999650017499125,0.042857142857142851,0.00022015410787551293,0.042636988749267336,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.0012000000000000005,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00080000000000000036,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00059999999999999995,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00048999999999999988,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.03744812759362032,0.018424566088117468,0.0029640084685956217,0.015460557619521847,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.23738813059347033,0.0048441449031170914,0.0029322162985529277,0.0019119286045641637,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.23888805559722015,0.0048137295939723627,0.0031891997652122796,0.0016245298287600831,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.23888805559722015,0.0048137295939723627,0.0022730258835895385,0.0025407037103828242,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00055999999999999995,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00040000000000000007,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00034666666666666678,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00029000000000000011,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.07964601769911504,0.014689265536723131,0.00011740534194305839,0.014571860194780073,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.3296335183240838,0.0049143030486879903,0.00011740534194305839,0.0047968977067449322,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.4436278186090695,0.0036966076862391443,6.5284804961645158e-05,0.0036313228812774991,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.4436278186090695,0.0036966076862391443,7.1897187022557725e-05,0.0036247104992165866,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00064000000000000005,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00044000000000000012,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00040000000000000018,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00031000000000000016,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00043999999999999985,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00052000000000000017,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00040000000000000018,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00031000000000000016,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.00044997750112494374,0.17777777777777773,0.00064115407733921056,0.17713662370043851,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.00044997750112494374,0.17777777777777773,0.00064057651886698054,0.17713720125891075,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0004999750012499375,0.17999999999999997,0.00049366244162775213,0.17950633755837223,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0004999750012499375,0.17999999999999997,0.00038019009504752397,0.17961980990495244,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0008999550022498875,0.1333333333333333,0.0019670814933761536,0.13136625183995715,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0008999550022498875,0.1333333333333333,0.0018232819074333769,0.13151005142589992,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0008999550022498875,0.1333333333333333,0.0014951274863169105,0.13183820584701639,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0008999550022498875,0.1333333333333333,0.0011510359323391027,0.13218229740099421,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0005499725013749313,0.12727272727272723,0.00052114652234916815,0.12675158075037807,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.000599970001499925,0.11666666666666664,0.00046055266319583514,0.11620611400347081,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.000599970001499925,0.11666666666666664,0.00033360021350413676,0.11633306645316251,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.000599970001499925,0.11666666666666664,0.0002601560936561938,0.11640651057301045,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.00023999999999999995,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00025999999999999998,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00030666666666666678,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00033000000000000016,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,9.99950002499875e-05,0.099999999999999978,0.00036014405762304914,0.099639855942376926,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.00014999250037498125,0.1333333333333333,0.00042012603781134352,0.13291320729552197,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.00014999250037498125,0.1333333333333333,0.00038674401546976079,0.13294658931786354,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.00014999250037498125,0.1333333333333333,0.00036005400810121534,0.13297327932523209,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.000199990000499975,0.19999999999999996,0.0012009607686148925,0.19879903923138506,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0002999850007499625,0.19999999999999996,0.00080048028817290406,0.19919951971182706,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0002999850007499625,0.19999999999999996,0.00057356275843670809,0.19942643724156325,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0002999850007499625,0.19999999999999996,0.00045013504051215364,0.19954986495948779,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.000199990000499975,0.0,0.00080064051240992811,0.00080064051240992811,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.00024998750062496874,0.039999999999999994,0.0010405202601300645,0.038959479739869927,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.00024998750062496874,0.039999999999999994,0.0013871290430143353,0.038612870956985658,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.00024998750062496874,0.039999999999999994,0.0012503125781445333,0.038749687421855458,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.00024998750062496874,0.11999999999999997,0.0013213213213213221,0.11867867867867865,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.00024998750062496874,0.11999999999999997,0.00072036018009004538,0.11927963981990992,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.00024998750062496874,0.11999999999999997,0.00065355118372790913,0.11934644881627206,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.00024998750062496874,0.11999999999999997,0.00053013253313328307,0.11946986746686669,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.0004799999999999999,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.00025999999999999998,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.00021333333333333333,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.00017000000000000001,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0,nan,0.0049199999999999886,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.0,nan,0.0026999999999999936,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.0,nan,0.002319999999999997,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.0,nan,0.0020500000000000023,nan,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,5000,HardMax,0.0151992400379981,0.032236842105263147,0.0002981260647359454,0.031938716040527199,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,10000,HardMax,0.015899205039748013,0.032075471698113193,0.00035116711423259663,0.031724304583880598,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,15000,HardMax,0.016199190040497975,0.03271604938271603,0.00024529844644317255,0.032470750936272857,100
Needle In Haystack High,ThompsonSampling,ThompsonSampling,20000,HardMax,0.016199190040497975,0.03271604938271603,0.00022362268753811757,0.032492426695177913,100
