"","Prior","P1.Alg","P2.Alg","Time.Horizon","Agent.Alg","Market.Share.for.P1","P1.Regret","P2.Regret","Abs.Delta.Regret","Memory.Size"
"23231","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.6075,0.00211173119879443,0.00696940170370903,0.0048576705049146,100
"23232","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.613166666666667,0.0018566989921143,0.00704590189746304,0.00518920290534874,100
"23233","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.612733333333333,0.00156659214048949,0.00690452190045556,0.00533792975996607,100
"23234","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.562,0.0167557984461148,0.0081537086906538,0.00860208975546099,100
"23235","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.837666666666667,0.00601781308983391,0.00746921794453873,0.00145140485470482,100
"23236","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.716,0.00491418359169797,0.00811430181953463,0.00320011822783666,100
"23237","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.636857142857143,0.00486997515628058,0.00633380116125792,0.00146382600497733,100
"23238","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.577,0.00450820742775717,0.00628717818259257,0.0017789707548354,100
"23239","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.594083333333333,0.00382520224089702,0.00614933593656515,0.00232413369566813,100
"23240","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.6532,0.00290479607675718,0.00649819247556003,0.00359339639880284,100
"23241","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.311,0.0279234100119655,0.00764484527609129,0.0202785647358742,100
"23242","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.509333333333333,0.00879889180245204,0.00742949380283979,0.00136939799961225,100
"23243","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.4882,0.0060763991606061,0.00769515979152,0.0016187606309139,100
"23244","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.493571428571429,0.00432956657119661,0.00749384616390186,0.00316427959270525,100
"23245","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.4543,0.00340885598574851,0.00726104535282791,0.00385218936707941,100
"23246","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.478833333333333,0.00283495804349256,0.00741833461983716,0.00458337657634461,100
"23247","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.4696,0.00233047005541639,0.00706454552799442,0.00473407547257803,100
"23248","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.665,0.00830225161656894,0.0059025053401744,0.00239974627639454,100
"23249","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.760333333333333,0.0120867580566878,0.00424501558688867,0.00784174246979909,100
"23250","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.5252,0.0109732020595729,0.00466371963522153,0.00630948242435138,100
"23251","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.648142857142857,0.00750432541666735,0.00463626288106377,0.00286806253560358,100
"23252","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.6545,0.0061564699178697,0.00445053835654987,0.00170593156131984,100
"23253","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.70825,0.00485121869622717,0.00450098680370108,0.000350231892526087,100
"23254","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.7542,0.00365675970392219,0.00449035857209054,0.000833598868168352,100
"23255","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.917,0.0084539988332267,0.0177424526614235,0.00928845382819676,100
"23256","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.958,0.00325810215202345,0.0143338745447269,0.0110757723927035,100
"23257","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.7536,0.00259199913710908,0.0121110675704306,0.00951906843332155,100
"23258","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.793142857142857,0.00190424839266035,0.011782008329519,0.00987775993685869,100
"23259","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.7811,0.00135352542261558,0.0109416063087933,0.00958808088617771,100
"23260","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.65575,0.00134354899937099,0.0118614003881265,0.0105178513887555,100
"23261","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.7118,0.00105266238826685,0.0119226983533276,0.0108700359650607,100
"23262","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.035,0.0522545005605297,0.00229334131313012,0.0499611592473996,100
"23263","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0473333333333333,0.0514767557920071,0.00261535551888007,0.0488614002731271,100
"23264","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0398,0.0560560287360366,0.00273100780926604,0.0533250209267705,100
"23265","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.104,0.0384771232892975,0.00263307061518028,0.0358440526741172,100
"23266","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.1099,0.028248458783625,0.00269545785297996,0.025553000930645,100
"23267","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.151166666666667,0.0183793201415329,0.00270996600807974,0.0156693541334532,100
"23268","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.1352,0.0165742818727223,0.0027916364558964,0.0137826454168259,100
"23269","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.027,0.0782982835243026,0.00343576209187419,0.0748625214324284,100
"23270","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0806666666666667,0.0348854909981739,0.00549028558789407,0.0293952054102798,100
"23271","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.1502,0.050280105860951,0.00566836744876607,0.044611738412185,100
"23272","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.136,0.0499939320903199,0.0052513351722409,0.044742596918079,100
"23273","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.16,0.0406494859077667,0.00539930273747071,0.035250183170296,100
"23274","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.138833333333333,0.0400919281372669,0.00557768774419806,0.0345142403930688,100
"23275","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.26,0.0202317184479149,0.0055732694167417,0.0146584490311732,100
"23276","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.05,0.0494521262324559,0.0181553540255265,0.0312967722069295,100
"23277","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.348333333333333,0.00409210600768972,0.0167708059975074,0.0126786999898177,100
"23278","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.5998,0.00201136986304363,0.0166479024620191,0.0146365325989755,100
"23279","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.669714285714286,0.00167652366565916,0.0166816264479048,0.0150051027822456,100
"23280","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.726,0.00137048914884837,0.0164298342373404,0.015059345088492,100
"23281","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.64075,0.00130955770558253,0.0155459656609558,0.0142364079553733,100
"23282","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.616533333333333,0.00118437217783801,0.0151834966620938,0.0139991244842558,100
"23283","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.396,0.0124121375638076,0.00825568359051739,0.00415645397329026,100
"23284","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.584333333333333,0.00590085154496124,0.0082957954234373,0.00239494387847605,100
"23285","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.3594,0.00586065271028633,0.00624758272988847,0.000386930019602143,100
"23286","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.297714285714286,0.00592145806713839,0.00586009812894595,6.13599381924391e-05,100
"23287","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.4439,0.00427740616093805,0.00607708600801489,0.00179967984707684,100
"23288","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.37375,0.00426139116829037,0.00595211667620633,0.00169072550791596,100
"23289","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.467,0.00350745893286541,0.00608668956648009,0.00257923063361468,100
"23290","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.112,0.0338903857117106,0.00427451450672738,0.0296158712049832,100
"23291","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.234666666666667,0.0253411337634837,0.00648659192535047,0.0188545418381332,100
"23292","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.1532,0.0248536298121113,0.00592908308875244,0.0189245467233589,100
"23293","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.116428571428571,0.0244990506447479,0.00609301656246077,0.0184060340822872,100
"23294","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.1387,0.0241160526887545,0.00615726482322824,0.0179587878655263,100
"23295","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.1395,0.0231646397849622,0.00617232382768001,0.0169923159572822,100
"23296","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.215,0.018531455024399,0.00604711142681585,0.0124843435975831,100
"23297","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.129,0.0195503901842153,0.00636344911907981,0.0131869410651355,100
"23298","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.071,0.0251776309387322,0.00527357261331588,0.0199040583254163,100
"23299","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.084,0.0139431118626914,0.00575087313479558,0.00819223872789584,100
"23300","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.167285714285714,0.00638345660898854,0.00556015880472926,0.000823297804259276,100
"23301","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.2384,0.00336574733782197,0.00639327761457052,0.00302753027674855,100
"23302","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.293666666666667,0.00262431153073822,0.00642805063339599,0.00380373910265778,100
"23303","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.276133333333333,0.00231335781397651,0.00657744361411479,0.00426408580013827,100
"23304","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.048,0.0880691865379843,0.00614731572540173,0.0819218708125826,100
"23305","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.033,0.0664468772213252,0.00657239719483133,0.0598744800264939,100
"23306","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.1248,0.0168441279669995,0.00634256048390459,0.0105015674830949,100
"23307","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.345,0.0063438856934407,0.00621808941173297,0.000125796281707732,100
"23308","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.3748,0.00453937560198936,0.00635808499535279,0.00181870939336343,100
"23309","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.361416666666667,0.00409611774414867,0.00618373146400077,0.00208761371985211,100
"23310","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.322066666666667,0.0037739922861727,0.00612651533652111,0.00235252305034841,100
"23311","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.027,0.18303205219891,0.00818874951613709,0.174843302682773,100
"23312","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0263333333333333,0.118839874318071,0.00714726873254822,0.111692605585523,100
"23313","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.2032,0.0132947705792529,0.00729631298129018,0.00599845759796272,100
"23314","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.276285714285714,0.00721949410035393,0.00743996443848972,0.000220470338135797,100
"23315","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.4842,0.0030089194201093,0.00749300089475743,0.00448408147464813,100
"23316","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.514083333333333,0.00241084956284837,0.00761398237588373,0.00520313281303536,100
"23317","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.5292,0.00189269369031655,0.00734717716342317,0.00545448347310662,100
"23318","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.215,0.043385291111707,0.055207981324228,0.011822690212521,100
"23319","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.484,0.0287722428614628,0.0556809599247358,0.026908717063273,100
"23320","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.6816,0.0149892361052167,0.0556768113571689,0.0406875752519522,100
"23321","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.684,0.0115700397889366,0.0452217505728441,0.0336517107839075,100
"23322","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.6686,0.008734073706046,0.0313574849095835,0.0226234112035375,100
"23323","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.6705,0.00748264617044129,0.0267041078821002,0.0192214617116589,100
"23324","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.559733333333333,0.0071971765741067,0.017154468851682,0.0099572922775753,100
"23325","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.619,0.0120402870460739,0.0087683282781393,0.00327195876793456,100
"23326","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.327,0.0101812116781333,0.00843436887590637,0.00174684280222697,100
"23327","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.5864,0.00545587385284313,0.00840583725026164,0.0029499633974185,100
"23328","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.624142857142857,0.00474270617982135,0.00843638890113788,0.00369368272131652,100
"23329","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.6603,0.00452710852536314,0.00849281699950464,0.0039657084741415,100
"23330","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.631333333333333,0.00420058683490772,0.00866783330484221,0.0044672464699345,100
"23331","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.575466666666667,0.00398368617929428,0.00870476548101265,0.00472107930171837,100
"23332","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.268,0.0265137164417728,0.0389709558848495,0.0124572394430767,100
"23333","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.698,0.00924798969461689,0.0390347210350458,0.0297867313404289,100
"23334","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.7098,0.00609511209086389,0.0391045521920239,0.03300944010116,100
"23335","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.763142857142857,0.00441469307546489,0.0385834886592882,0.0341687955838233,100
"23336","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.7992,0.00345102993228318,0.0384193076456251,0.0349682777133419,100
"23337","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.787166666666667,0.00303648740799824,0.0381467599228201,0.0351102725148219,100
"23338","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.6842,0.00283753232763927,0.0253391131029031,0.0225015807752638,100
"23339","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.032,0.136223368799895,0.0113450496468007,0.124878319153094,100
"23340","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.047,0.0598057760968168,0.0109876503572036,0.0488181257396132,100
"23341","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.3714,0.00904170114885592,0.0110148510422099,0.00197314989335398,100
"23342","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.420571428571429,0.00602969038362958,0.0110442589758497,0.00501456859222013,100
"23343","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.3709,0.00530925987000128,0.0100055299328897,0.00469627006288847,100
"23344","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.315916666666667,0.00519441964068445,0.00980097086613143,0.00460655122544698,100
"23345","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.333333333333333,0.0042112199105352,0.0099158109132451,0.00570459100270989,100
"23346","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.246,0.0140547779234628,0.00473687776969291,0.00931790015376992,100
"23347","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.268,0.00892780309093018,0.00529578210108594,0.00363202098984423,100
"23348","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.5426,0.00453931383037509,0.00514003000989578,0.00060071617952069,100
"23349","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.661,0.00274309311384231,0.00515362855875481,0.0024105354449125,100
"23350","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.5942,0.00217834300152175,0.00606121561063765,0.0038828726091159,100
"23351","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.5875,0.00183598781773648,0.00616618717675955,0.00433019935902307,100
"23352","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.572133333333333,0.00153421157947354,0.00607895868356577,0.00454474710409224,100
"23353","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.023,0.0318898618110378,0.0145857532275895,0.0173041085834483,100
"23354","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.502,0.00321788656290372,0.0134658738129758,0.0102479872500721,100
"23355","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.4488,0.00254479898719485,0.014342831943253,0.0117980329560581,100
"23356","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.592571428571429,0.00155351874371242,0.0143192751868679,0.0127657564431555,100
"23357","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.6981,0.0011557276949137,0.0143081082954205,0.0131523806005068,100
"23358","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.643416666666667,0.00110263842403864,0.0135537369289157,0.0124510985048771,100
"23359","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.680266666666667,0.000921613459390624,0.0132888344349839,0.0123672209755933,100
"23360","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.048,0.107458535005735,0.00986577955203257,0.0975927554537029,100
"23361","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.034,0.107896558444769,0.00804291169506218,0.0998536467497067,100
"23362","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.2442,0.0305061398843995,0.0073868621907484,0.0231192776936511,100
"23363","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.298571428571429,0.0190162684307886,0.00745221959185139,0.0115640488389372,100
"23364","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.3048,0.0133832477088809,0.0071043425107711,0.00627890519810977,100
"23365","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.363583333333333,0.00952026182976059,0.00706852297808631,0.00245173885167428,100
"23366","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.473533333333333,0.00586915242687843,0.00707157380651976,0.00120242137964134,100
"23367","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.881,0.0169178676756703,0.0773342696148255,0.0604164019391552,100
"23368","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.933,0.00620859866791942,0.0784856535859313,0.0722770549180119,100
"23369","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.942,0.00390306430747753,0.0786640057947533,0.0747609414872758,100
"23370","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.934142857142857,0.00294116601263442,0.0800096336065253,0.0770684675938909,100
"23371","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.9374,0.00226599144258152,0.0806552751986528,0.0783892837560713,100
"23372","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.94375,0.00193709177195642,0.0817816148948245,0.0798445231228681,100
"23373","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.9266,0.00160618175192376,0.0528694184084752,0.0512632366565515,100
"23374","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.498,0.0227635700171529,0.00634286773365572,0.0164207022834971,100
"23375","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.796,0.00719514351676987,0.00628338201217191,0.000911761504597957,100
"23376","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.6742,0.00533436035042079,0.00778100843305291,0.00244664808263211,100
"23377","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.746714285714286,0.00378309164878929,0.00819896331721956,0.00441587166843028,100
"23378","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.7765,0.00254658339320304,0.00917813440702735,0.00663155101382431,100
"23379","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.715583333333333,0.00238790475770463,0.0101319722919694,0.00774406753426474,100
"23380","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.674333333333333,0.00204695696097036,0.00995859006453977,0.00791163310356941,100
"23381","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.021,0.0773142648081865,0.00299085412698517,0.0743234106812013,100
"23382","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0956666666666667,0.0132974400961797,0.00377439739768254,0.00952304269849718,100
"23383","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.2856,0.00395003428949443,0.0037242156263824,0.000225818663112022,100
"23384","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.281285714285714,0.00306022047061411,0.00375342295735258,0.000693202486738465,100
"23385","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.3819,0.00330698554389471,0.00369939337713501,0.000392407833240304,100
"23386","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.4375,0.00309429695293617,0.00374079065397481,0.000646493701038636,100
"23387","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.489666666666667,0.00234161338731325,0.00383737531370027,0.00149576192638702,100
"23388","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.071,0.0945393306917958,0.00763138090403246,0.0869079497877634,100
"23389","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.233666666666667,0.0301162429555378,0.007145285787718,0.0229709571678198,100
"23390","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.487,0.00957381346449041,0.00711520065149614,0.00245861281299426,100
"23391","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.454285714285714,0.00737043806993508,0.00651829710098514,0.000852140968949935,100
"23392","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.6021,0.00436004151708514,0.0066212869418972,0.00226124542481207,100
"23393","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.6635,0.00355182684503179,0.0065245420361092,0.00297271519107742,100
"23394","Uniform","ThompsonSampling","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.575133333333333,0.00335092520249682,0.00587790376917954,0.00252697856668271,100
"23395","Uniform","ThompsonSampling","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.133,0.0522145539813002,0.0049364292752113,0.0472781247060889,100
"23396","Uniform","ThompsonSampling","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.366,0.0396993064763068,0.00312696231890979,0.036572344157397,100
"23397","Uniform","ThompsonSampling","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.5446,0.0230549763328465,0.00290866949417672,0.0201463068386697,100
"23398","Uniform","ThompsonSampling","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.622857142857143,0.0168680689555387,0.00270377440612776,0.0141642945494109,100
"23399","Uniform","ThompsonSampling","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.6688,0.0113320427159472,0.00262588316281123,0.00870615955313601,100
"23400","Uniform","ThompsonSampling","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.659916666666667,0.00967548124618351,0.00302933965561154,0.00664614159057197,100
