"","Prior","P1.Alg","P2.Alg","Time.Horizon","Agent.Alg","Market.Share.for.P1","P1.Regret","P2.Regret","Abs.Delta.Regret","Memory.Size"
"3652","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.027,0.000740740740740741,0.00600205549845841,0.00526131475771767,1000
"3653","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0278333333333333,0.000598802395209581,0.00591462369278248,0.0053158212975729,1000
"3654","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0275333333333333,0.000484261501210654,0.00600534722698298,0.00552108572577233,1000
"3655","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.042,0.2,0.00688935281837161,0.193110647181628,1000
"3656","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0296666666666667,0.2,0.00707660597732736,0.192923394022672,1000
"3657","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0282,0.2,0.00712080675036015,0.192879193249639,1000
"3658","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0285714285714286,0.2,0.00714705882352943,0.192852941176471,1000
"3659","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0276,0.199275362318841,0.00697243932538054,0.192302922993461,1000
"3660","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.02675,0.1993769470405,0.00715814710163547,0.192218799938864,1000
"3661","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0262666666666667,0.199492385786804,0.0071751335067781,0.192317252280025,1000
"3662","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.032,0.2,0.00785123966942149,0.192148760330579,1000
"3663","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0286666666666667,0.197674418604651,0.00679478380233355,0.190879634802317,1000
"3664","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0246,0.198373983739837,0.00738158704121386,0.190992396698623,1000
"3665","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0252857142857143,0.198870056497175,0.00706434119888614,0.191805715298289,1000
"3666","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.025,0.199200000000001,0.00699487179487184,0.192205128205129,1000
"3667","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0260833333333333,0.199361022364218,0.00703345597672633,0.192327566387492,1000
"3668","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0251333333333333,0.199469496021222,0.0072762087123026,0.192193287308919,1000
"3669","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.03,0.0133333333333333,0.00577319587628866,0.00756013745704467,1000
"3670","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.355,0.000375586854460094,0.00671834625322997,0.00634275939876987,1000
"3671","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.5436,0.000147167034584253,0.00613496932515337,0.00598780229056911,1000
"3672","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.665428571428571,8.587376556462e-05,0.00623398804440648,0.00614811427884186,1000
"3673","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.758,5.27704485488127e-05,0.00628099173553718,0.00622822128698837,1000
"3674","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.79375,4.1994750656168e-05,0.00622222222222221,0.00618022747156604,1000
"3675","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.8298,3.2136257732787e-05,0.00618879749314531,0.00615666123541252,1000
"3676","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.167,0.00119760479041916,0.00600240096038416,0.00480479616996499,1000
"3677","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.523,0.000127469725940089,0.00642907058001398,0.00630160085407389,1000
"3678","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.7058,5.66732785491641e-05,0.00639021074099252,0.00633353746244336,1000
"3679","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.751428571428571,3.80228136882129e-05,0.00689655172413792,0.00685852891044971,1000
"3680","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.6541,3.05763644702645e-05,0.00664932061289389,0.00661874424842362,1000
"3681","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.548833333333333,3.03674460977832e-05,0.00664942741041743,0.00661905996431965,1000
"3682","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.444733333333333,2.99805126667666e-05,0.00624324648817387,0.00621326597550711,1000
"3683","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.021,0.0857142857142857,0.00633299284984678,0.0793812928644389,1000
"3684","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0223333333333333,0.026865671641791,0.00811455847255368,0.0187511131692374,1000
"3685","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0222,0.0162162162162162,0.00707711188382081,0.0091391043323954,1000
"3686","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0228571428571429,0.01125,0.00713450292397663,0.00411549707602337,1000
"3687","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0246,0.00731707317073171,0.00678695919622723,0.000530113974504476,1000
"3688","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0905,0.00165745856353591,0.00656038116181056,0.00490292259827465,1000
"3689","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.115466666666667,0.00103926096997691,0.00643653904130243,0.00539727807132553,1000
"3690","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.028,0.0214285714285714,0.00720164609053498,0.0142269253380364,1000
"3691","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.38,0.000526315789473684,0.00677419354838709,0.00624787775891341,1000
"3692","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.55,0.000218181818181818,0.00675555555555555,0.00653737373737373,1000
"3693","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.421428571428571,0.000203389830508475,0.00676543209876542,0.00656204226825694,1000
"3694","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.3029,0.000198085176625949,0.00662745660593891,0.00642937142931296,1000
"3695","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.25575,0.000195503421309873,0.00629268838875829,0.00609718496744841,1000
"3696","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.21,0.00019047619047619,0.0065147679324895,0.00632429174201331,1000
"3697","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.039,0.0153846153846154,0.0072840790842872,0.00810053630032818,1000
"3698","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0303333333333333,0.00659340659340659,0.00666895840495014,7.55518115435503e-05,1000
"3699","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0276,0.00434782608695652,0.00682846565199505,0.00248063956503853,1000
"3700","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0274285714285714,0.003125,0.007021151586369,0.003896151586369,1000
"3701","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0259,0.00231660231660232,0.00677548506313524,0.00445888274653293,1000
"3702","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0269166666666667,0.00185758513931889,0.00681681938854163,0.00495923424922274,1000
"3703","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0268666666666667,0.00148883374689826,0.00686442419675282,0.00537559044985456,1000
"3704","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.039,0.2,0.00499479708636837,0.195005202913632,1000
"3705","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0296666666666667,0.2,0.00632085194091376,0.193679148059086,1000
"3706","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0274,0.2,0.00616903146206044,0.193830968537939,1000
"3707","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0271428571428571,0.2,0.00610866372980911,0.193891336270191,1000
"3708","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0269,0.156877323420075,0.00624807316822529,0.150629250251849,1000
"3709","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0258333333333333,0.136129032258065,0.00631308810949534,0.129815944148569,1000
"3710","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0261333333333333,0.10765306122449,0.0067086527929902,0.1009444084315,1000
"3711","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.028,0.135714285714286,0.00534979423868313,0.130364491475603,1000
"3712","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0273333333333333,0.0463414634146342,0.00589444825222754,0.0404470151624066,1000
"3713","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0282,0.0269503546099291,0.00679152088907181,0.0201588337208573,1000
"3714","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.198714285714286,0.00273184759166068,0.00688179711178463,0.00414994952012396,1000
"3715","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.4308,0.000882079851439183,0.00692199578355587,0.00603991593211669,1000
"3716","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.52125,0.000607513988808953,0.00685813751087903,0.00625062352207008,1000
"3717","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.5264,0.000481256332320162,0.00723536036036039,0.00675410402804023,1000
"3718","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.027,0.177777777777778,0.00596094552929086,0.171816832248487,1000
"3719","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0256666666666667,0.192207792207792,0.00636332535066711,0.185844466857125,1000
"3720","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0256,0.1953125,0.00619868637110015,0.189113813628899,1000
"3721","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0238571428571429,0.196407185628742,0.00658568710668815,0.189821498522054,1000
"3722","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0234,0.197435897435898,0.00665574441941433,0.190780153016484,1000
"3723","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0224166666666667,0.197769516728625,0.00671724490665762,0.191052271821968,1000
"3724","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0220666666666667,0.198187311178249,0.00659895016701894,0.19158836101123,1000
"3725","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.02,0.05,0.00571428571428572,0.0442857142857143,1000
"3726","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.055,0.00606060606060606,0.00691358024691357,0.000852974186307508,1000
"3727","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0658,0.00303951367781155,0.00723613787197601,0.00419662419416446,1000
"3728","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.189571428571429,0.000753579502637528,0.00712145249427111,0.00636787299163359,1000
"3729","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.2618,0.000381970970206264,0.00709834733134655,0.00671637636114028,1000
"3730","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.22325,0.000373273609555804,0.00712369917390842,0.00675042556435262,1000
"3731","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.1836,0.000363108206245461,0.00690837824595792,0.00654527003971246,1000
"3732","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.969,0.000206398348813209,0,0.000206398348813209,1000
"3733","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.975333333333333,6.83526999316473e-05,0.0027027027027027,0.00263435000277105,1000
"3734","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.974,4.10677618069815e-05,0.00769230769230769,0.00765123993050071,1000
"3735","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.976285714285714,2.92654375182909e-05,0.00843373493975903,0.00840446950224074,1000
"3736","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.9756,2.050020500205e-05,0.00737704918032787,0.00735654897532582,1000
"3737","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.975916666666667,1.70779608914696e-05,0.00692041522491349,0.00690333726402202,1000
"3738","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.974333333333333,1.3684570646596e-05,0.00571428571428571,0.00570060114363912,1000
"3739","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.02,0.19,0.00448979591836735,0.185510204081633,1000
"3740","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0253333333333333,0.197368421052631,0.0063611491108071,0.191007271941824,1000
"3741","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0244,0.198360655737704,0.00688806888068879,0.191472586857016,1000
"3742","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0252857142857143,0.198870056497175,0.00653671405540086,0.192333342441774,1000
"3743","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0261,0.199233716475097,0.00618133278570698,0.19305238368939,1000
"3744","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.02575,0.199352750809063,0.00614147634932858,0.193211274459734,1000
"3745","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0245333333333333,0.199456521739132,0.00623291416074363,0.193223607578388,1000
"3746","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.033,0.0181818181818182,0.00703205791106515,0.011149760270753,1000
"3747","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.134,0.00149253731343284,0.0073133179368745,0.00582078062344167,1000
"3748","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.092,0.00130434782608696,0.00687224669603522,0.00556789886994827,1000
"3749","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0825714285714286,0.00103806228373702,0.00688259109311742,0.0058445288093804,1000
"3750","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.065,0.000923076923076923,0.00678074866310164,0.00585767174002472,1000
"3751","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0596666666666667,0.000837988826815642,0.00668202764976963,0.00584403882295399,1000
"3752","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.190133333333333,0.000210378681626928,0.00670069147184727,0.00649031279022034,1000
"3753","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.076,0.00789473684210526,0.00735930735930736,0.000535429482797898,1000
"3754","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0556666666666667,0.00359281437125748,0.00670667137310271,0.00311385700184522,1000
"3755","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0444,0.0027027027027027,0.00736709920468815,0.00466439650198544,1000
"3756","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.178,0.000481540930979133,0.00722975321515468,0.00674821228417555,1000
"3757","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.3761,0.000159532039351236,0.0073088635999359,0.00714933156058467,1000
"3758","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.458833333333333,0.000108972030512169,0.00732984293193719,0.00722087090142502,1000
"3759","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.467133333333333,8.56286570572285e-05,0.0069811084699112,0.00689547981285398,1000
"3760","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.028,0.185714285714286,0.0051440329218107,0.180570252792475,1000
"3761","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0246666666666667,0.194594594594594,0.00676691729323307,0.187827677301361,1000
"3762","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0262,0.196946564885496,0.0069008009858287,0.190045763899667,1000
"3763","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0262857142857143,0.197826086956522,0.00660211267605635,0.191223974280465,1000
"3764","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0249,0.198393574297189,0.0066454722592555,0.191748102037934,1000
"3765","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.02525,0.1986798679868,0.00677096691459354,0.191908901072206,1000
"3766","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.025,0.198933333333335,0.00660512820512826,0.192328205128206,1000
"3767","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.032,0.2,0.00723140495867769,0.192768595041322,1000
"3768","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0256666666666667,0.2,0.00602121108450221,0.193978788915497,1000
"3769","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0242,0.2,0.00700963312154129,0.192990366878458,1000
"3770","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0242857142857143,0.2,0.00661786237188874,0.193382137628111,1000
"3771","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0247,0.140080971659919,0.00623397928842411,0.133846992371495,1000
"3772","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0251666666666667,0.114569536423841,0.00653103094546081,0.10803850547838,1000
"3773","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0251333333333333,0.0917771883289123,0.00668809409833829,0.085089094230574,1000
"3774","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.902,0.000221729490022173,0.00408163265306122,0.00385990316303905,1000
"3775","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.948,7.0323488045007e-05,0.00256410256410256,0.00249377907605756,1000
"3776","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.96,4.16666666666667e-05,0.002,0.00195833333333333,1000
"3777","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.964,2.963841138115e-05,0.00317460317460317,0.00314496476322202,1000
"3778","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.9682,2.06568890725057e-05,0.00314465408805031,0.00312399719897781,1000
"3779","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.852833333333333,1.95427008012507e-05,0.00532276330690827,0.00530322060610702,1000
"3780","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.687666666666667,1.93892389723703e-05,0.00640341515474918,0.00638402591577681,1000
"3781","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.03,0.186666666666667,0.00762886597938145,0.179037800687285,1000
"3782","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0273333333333333,0.195121951219512,0.00767649074708703,0.187445460472425,1000
"3783","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0268,0.197014925373134,0.00682285244554047,0.190192072927593,1000
"3784","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0255714285714286,0.197765363128491,0.00650930948541271,0.191256053643079,1000
"3785","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0246,0.198373983739838,0.0064998974779578,0.19187408626188,1000
"3786","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0256666666666667,0.1987012987013,0.0066028053369826,0.192098493364317,1000
"3787","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.025,0.198933333333335,0.0067418803418804,0.192191452991454,1000
"3788","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.023,0.00869565217391304,0.00655066530194473,0.00214498687196831,1000
"3789","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0253333333333333,0.00263157894736842,0.0069767441860465,0.00434516523867808,1000
"3790","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.223,0.000179372197309417,0.00710424710424709,0.00692487490693767,1000
"3791","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.176571428571429,0.000161812297734628,0.00683553088133241,0.00667371858359778,1000
"3792","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.3933,5.08517670989067e-05,0.00675787044667876,0.00670701867957985,1000
"3793","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.490166666666667,3.40020401224073e-05,0.00676691729323309,0.00673291525311068,1000
"3794","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.587266666666667,2.27040526734022e-05,0.00671943143272493,0.00669672738005153,1000
"3795","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.027,0.2,0.00554984583761562,0.194450154162384,1000
"3796","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.0226666666666667,0.197058823529412,0.00613915416098225,0.190919669368429,1000
"3797","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.023,0.198260869565217,0.00650972364380756,0.191751145921409,1000
"3798","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0231428571428571,0.198765432098765,0.00663936823632643,0.192126063862438,1000
"3799","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0236,0.199152542372882,0.00694387546087673,0.192208666912005,1000
"3800","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.023,0.199275362318841,0.00702831798021159,0.19224704433863,1000
"3801","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0237333333333333,0.199438202247192,0.00708822726031145,0.192349974986881,1000
"3802","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.034,0.2,0.00641821946169773,0.193581780538302,1000
"3803","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.028,0.2,0.00637860082304526,0.193621399176954,1000
"3804","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.0266,0.2,0.00632833367577562,0.193671666324224,1000
"3805","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",7000,"HardMaxWithRandom",0.0268571428571429,0.2,0.00648854961832062,0.193511450381679,1000
"3806","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",10000,"HardMaxWithRandom",0.0259,0.200000000000001,0.00671388974437947,0.193286110255621,1000
"3807","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",12000,"HardMaxWithRandom",0.0243333333333333,0.185616438356165,0.00678168773488218,0.178834750621283,1000
"3808","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",15000,"HardMaxWithRandom",0.0249333333333333,0.144919786096257,0.00689183645562703,0.13802794964063,1000
"3809","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",1000,"HardMaxWithRandom",0.021,0.0285714285714286,0.00674157303370787,0.0218298555377207,1000
"3810","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",3000,"HardMaxWithRandom",0.17,0.00117647058823529,0.00626506024096385,0.00508858965272855,1000
"3811","Needle In Haystack High","DynamicGreedy","DynamicEpsilonGreedy",5000,"HardMaxWithRandom",0.4914,0.000244200244200244,0.00629178136059771,0.00604758111639747,1000
