P1 Number of NaNs,P2 Number of NaNs,Prior,P1 Alg,P2 Alg,Time Horizon,Agent Alg,Market Share for P1,P1 Regret Mean,P1 Regret Std,P2 Regret Mean,P2 Regret Std,Abs Average Delta Regret,Memory Size
78,1,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.010563333333333331,0.15119089452537585,0.14694743223274015,0.017449996241878249,0.015673048398129986,0.15119280083276751,1000
78,1,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.010793999999999996,0.15050911716929111,0.14813660105043508,0.016703648328403709,0.012127182090006093,0.15041434415120949,1000
78,1,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.013424285714285713,0.14969859734557114,0.14887307332478247,0.016132544990302779,0.0099925255595809306,0.14921497850335075,1000
78,1,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.015399999999999999,0.15206518317751211,0.14794013748551058,0.015663923714364571,0.0087847809633547821,0.15168971880027216,1000
78,1,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.016166666666666666,0.15201658206091212,0.14798914960373585,0.015469404225528711,0.0083758366849443298,0.15185519333896969,1000
78,1,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.016933999999999998,0.15193620791670809,0.14806367084752403,0.015305425520942231,0.0080602429847066656,0.15192500282271559,1000
73,3,Heavy Tail,ThompsonSampling,DynamicGreedy,1000,HardMax,0.050990000000000001,0.18402043861418654,0.19758927822689373,0.023435394278715705,0.05951308878645542,0.1904415683345867,1000
72,3,Heavy Tail,ThompsonSampling,DynamicGreedy,3000,HardMax,0.053906666666666672,0.17301458578450338,0.1994917751593524,0.023435010681951272,0.059513239446595069,0.19856585287921483,1000
71,3,Heavy Tail,ThompsonSampling,DynamicGreedy,5000,HardMax,0.057043999999999991,0.17152733078749358,0.19653886486057506,0.023434835781261463,0.05951330821864393,0.19691075279898415,1000
71,3,Heavy Tail,ThompsonSampling,DynamicGreedy,7000,HardMax,0.060745714285714278,0.17128630434420528,0.19674295055469057,0.023434760823822984,0.05951333770746061,0.19695743884608152,1000
71,3,Heavy Tail,ThompsonSampling,DynamicGreedy,10000,HardMax,0.063529000000000002,0.17132712132877864,0.19674612747903689,0.023434704605744826,0.059513359830013567,0.19719341793101083,1000
71,3,Heavy Tail,ThompsonSampling,DynamicGreedy,12000,HardMax,0.064607499999999998,0.17126145513495494,0.19680222550750839,0.023434682743158849,0.05951336843460283,0.19718240209312993,1000
71,3,Heavy Tail,ThompsonSampling,DynamicGreedy,15000,HardMax,0.063927333333333336,0.17122309423941603,0.19683529145769876,0.023434660880573048,0.059513377039961929,0.19719333332504427,1000
59,13,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,1000,HardMax,0.16275999999999999,0.092069551105351727,0.17086071806138478,0.017893062116176525,0.013245316824933091,0.12494360100526465,1000
57,9,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,3000,HardMax,0.15584000000000001,0.094533200771643691,0.16785516117065893,0.017069793078970472,0.009788837084782025,0.11508244074420521,1000
57,9,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,5000,HardMax,0.153364,0.09453320077164365,0.16785516117065893,0.016608036214457104,0.0086420190428739673,0.11632818206237087,1000
57,7,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,7000,HardMax,0.14913285714285715,0.094533200771643663,0.16785516117065896,0.016280447119506481,0.0082040341545426693,0.11148752273917434,1000
57,6,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,10000,HardMax,0.146208,0.094533200771643663,0.16785516117065896,0.016021960182037231,0.0078540406094616683,0.1085001579809481,1000
57,6,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,12000,HardMax,0.14514583333333334,0.094533200771643663,0.16785516117065896,0.015947742953813439,0.0077998277644945107,0.10873118385916861,1000
57,6,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,15000,HardMax,0.14368933333333334,0.094478533928416264,0.16788096156283325,0.015698700150457191,0.0077513099440889811,0.10862547150480029,1000
0,0,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMaxWithRandom,0.093230000000000007,0.10196833110573354,0.070410804718900002,0.017360583646275983,0.01298996359101107,0.088573948888983192,1000
0,0,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMaxWithRandom,0.11206333333333333,0.049583441043051159,0.034653855036725315,0.016517222510256058,0.012290746742344445,0.040022035024416674,1000
0,0,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMaxWithRandom,0.131742,0.034290899613481918,0.02695194223214566,0.016075922430877236,0.011743525098957057,0.027892663703872445,1000
0,0,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMaxWithRandom,0.1718514285714286,0.024441563451996537,0.022157154435241848,0.015849311600084709,0.011288509225510392,0.022140870560566985,1000
0,0,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMaxWithRandom,0.23399200000000003,0.016889275935668108,0.017763899672629809,0.01570338757290244,0.010805551283742006,0.018390047758389219,1000
0,0,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMaxWithRandom,0.27630666666666664,0.013262480949329428,0.015567592698641761,0.015664768953454714,0.010636897231450409,0.01744042812894317,1000
0,0,Heavy Tail,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMaxWithRandom,0.33731399999999989,0.0094876611610338595,0.012813388936475314,0.015579018542164157,0.010521890090895908,0.016473683220527141,1000
0,0,Heavy Tail,ThompsonSampling,DynamicGreedy,1000,HardMaxWithRandom,0.154,0.1062484485732028,0.075116534303640903,0.036228670632781575,0.075850969309683811,0.12637921739253916,1000
0,0,Heavy Tail,ThompsonSampling,DynamicGreedy,3000,HardMaxWithRandom,0.20558999999999997,0.049674457218918333,0.036639862989051829,0.036229007358490856,0.075850808553330623,0.077706184628038813,1000
0,0,Heavy Tail,ThompsonSampling,DynamicGreedy,5000,HardMaxWithRandom,0.22880600000000001,0.032010495816225081,0.024591433687426129,0.036228872017462645,0.075850873148798223,0.062796421382683751,1000
0,0,Heavy Tail,ThompsonSampling,DynamicGreedy,7000,HardMaxWithRandom,0.25120285714285712,0.024198084293451036,0.019998393682279673,0.036228814259627519,0.075850900722677472,0.05570275949946326,1000
0,0,Heavy Tail,ThompsonSampling,DynamicGreedy,10000,HardMaxWithRandom,0.28274400000000005,0.017027578867058454,0.015811130226778561,0.036228871604281197,0.075850873346037892,0.049521328323552563,1000
0,0,Heavy Tail,ThompsonSampling,DynamicGreedy,12000,HardMaxWithRandom,0.30195249999999996,0.014166174513111552,0.013952222222067816,0.036228838260930679,0.075850889263808091,0.047156385332551454,1000
0,0,Heavy Tail,ThompsonSampling,DynamicGreedy,15000,HardMaxWithRandom,0.32694533333333331,0.010316913188415306,0.010282639968018478,0.036228804613781307,0.075850905328076215,0.044821143218960045,1000
0,0,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,1000,HardMaxWithRandom,0.16366999999999998,0.083444899699268368,0.096733465562787294,0.017703356861423915,0.01496958246771583,0.076615911236780465,1000
0,0,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,3000,HardMaxWithRandom,0.22424666666666668,0.056085610275247604,0.087842781477294352,0.017238071008960083,0.013394894958528141,0.053468657957426287,1000
0,0,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,5000,HardMaxWithRandom,0.279308,0.04972791103855774,0.088339911292616244,0.01708275450946143,0.01246219803646452,0.050345489087906474,1000
0,0,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,7000,HardMaxWithRandom,0.32628000000000001,0.047526239908479664,0.088753105176743022,0.016703189994496326,0.010645613489643943,0.050240643839623275,1000
0,0,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,10000,HardMaxWithRandom,0.38351699999999994,0.045246723320421456,0.089308400845196811,0.016081988749462595,0.0076288515960895153,0.050682185766158419,1000
0,0,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,12000,HardMaxWithRandom,0.4165766666666666,0.044527513939419061,0.089520835918645347,0.015964230974041468,0.0071892411863686253,0.051346761090706072,1000
0,0,Heavy Tail,DynamicGreedy,DynamicEpsilonGreedy,15000,HardMaxWithRandom,0.45301466666666662,0.044145444471499512,0.089605757314259293,0.015798995215877073,0.0069135288997418439,0.051530269267358396,1000
60,4,Uniform,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.067779999999999993,0.090480038999333795,0.078320674339011784,0.011608169130852697,0.018741417242126964,0.095896715842949828,1000
59,3,Uniform,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.069929999999999992,0.085991743422648093,0.073542800190921714,0.010577776032340549,0.015313656923089065,0.09054753394030042,1000
58,3,Uniform,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.071489999999999998,0.080061656203406328,0.073971563600186627,0.0099957940271130034,0.013824273983447859,0.084701726370221345,1000
58,3,Uniform,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMax,0.072361428571428577,0.080512070430317717,0.074230269754049755,0.0096415283625432748,0.013260677090848929,0.085668108763751097,1000
58,3,Uniform,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMax,0.074505000000000002,0.079878437209119538,0.073890568839514198,0.0094258758319320703,0.012985274472206319,0.085326308529111272,1000
58,3,Uniform,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMax,0.075420833333333326,0.079785223347491788,0.073984085359107013,0.0093379284666810954,0.01291406063999467,0.085409910019483976,1000
58,3,Uniform,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMax,0.076336666666666664,0.079677166312660919,0.074093367335348451,0.0092307207206569538,0.012858382003583992,0.085532332061931032,1000
66,7,Uniform,ThompsonSampling,DynamicGreedy,1000,HardMax,0.073079999999999992,0.10041471990543757,0.1072858632611027,0.021439317909413603,0.048588558641601373,0.10523554026687039,1000
65,7,Uniform,ThompsonSampling,DynamicGreedy,3000,HardMax,0.073749999999999996,0.086829948127431306,0.091135379755037979,0.021439317909413138,0.048588558641599645,0.092158565845465931,1000
65,7,Uniform,ThompsonSampling,DynamicGreedy,5000,HardMax,0.080257999999999982,0.085090653889526482,0.091970226948737702,0.021439317909413176,0.048588558641599361,0.092792498992585751,1000
65,7,Uniform,ThompsonSampling,DynamicGreedy,7000,HardMax,0.08304857142857143,0.084723784143660191,0.092265977056619625,0.021439317909413082,0.048588558641599409,0.092925430507348611,1000
65,7,Uniform,ThompsonSampling,DynamicGreedy,10000,HardMax,0.085134000000000001,0.084515618474549165,0.092448325528151881,0.021439317909413138,0.048588558641601262,0.093044676071489807,1000
65,7,Uniform,ThompsonSampling,DynamicGreedy,12000,HardMax,0.085946666666666671,0.081829004459937557,0.088286876007494158,0.021439317909413252,0.048588558641603122,0.094590436709689141,1000
65,7,Uniform,ThompsonSampling,DynamicGreedy,15000,HardMax,0.086757333333333339,0.081750010471643403,0.0883580298111621,0.021439317909413808,0.048588558641605349,0.094629604453741981,1000
61,5,Uniform,DynamicGreedy,DynamicEpsilonGreedy,1000,HardMax,0.061249999999999999,0.083376687165019517,0.090642478237139293,0.0087214016839147722,0.0069787486089515826,0.086884696673897185,1000
59,3,Uniform,DynamicGreedy,DynamicEpsilonGreedy,3000,HardMax,0.060366666666666673,0.082865823144840339,0.089002549164331576,0.0099316756273919102,0.018777180744035487,0.086654084717826985,1000
58,3,Uniform,DynamicGreedy,DynamicEpsilonGreedy,5000,HardMax,0.056579999999999991,0.082260966867603341,0.091407405488597021,0.009542460785490205,0.018620460916745744,0.086434628172803465,1000
58,3,Uniform,DynamicGreedy,DynamicEpsilonGreedy,7000,HardMax,0.054985714285714284,0.082255481008725873,0.091411754982253457,0.0077570022066976094,0.0052572175444146399,0.084130224492622113,1000
57,2,Uniform,DynamicGreedy,DynamicEpsilonGreedy,10000,HardMax,0.052848000000000006,0.080470457712639165,0.091080317373338077,0.0076463284782439097,0.0049821193362420317,0.081365173677250588,1000
57,2,Uniform,DynamicGreedy,DynamicEpsilonGreedy,12000,HardMax,0.054070833333333346,0.079617323514852859,0.091443864147537121,0.007565395856885225,0.0048756248719107227,0.080691261256459007,1000
57,2,Uniform,DynamicGreedy,DynamicEpsilonGreedy,15000,HardMax,0.054078000000000001,0.077254448184205404,0.08964312840136518,0.0074440535040981651,0.0048178330457971097,0.078375988377341402,1000
0,0,Uniform,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMaxWithRandom,0.12615999999999999,0.081995195376077773,0.063536258386231975,0.016674511878528871,0.029388117234558246,0.076747159687576075,1000
0,0,Uniform,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMaxWithRandom,0.1715066666666667,0.053377037698149721,0.045188379620258977,0.016316124952631506,0.029269824087454589,0.053417365195582406,1000
0,0,Uniform,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMaxWithRandom,0.19829999999999995,0.043197808149147129,0.037227756086014432,0.015988111258000613,0.028874099164462794,0.04486523934189969,1000
0,0,Uniform,ThompsonSampling,DynamicEpsilonGreedy,7000,HardMaxWithRandom,0.20794571428571426,0.035412570314872965,0.031639006838821281,0.015721207903489593,0.02863629945958631,0.037836847030940313,1000
0,0,Uniform,ThompsonSampling,DynamicEpsilonGreedy,10000,HardMaxWithRandom,0.23621099999999998,0.027636208619512947,0.025995735769196959,0.015567072447905041,0.028489391950786855,0.031597891067873141,1000
0,0,Uniform,ThompsonSampling,DynamicEpsilonGreedy,12000,HardMaxWithRandom,0.25072583333333331,0.024606250770359283,0.0236596254160692,0.01535027468592509,0.027971230224864765,0.028906782195437564,1000
0,0,Uniform,ThompsonSampling,DynamicEpsilonGreedy,15000,HardMaxWithRandom,0.27169333333333334,0.020244563112135697,0.020444690667035168,0.014899399918964022,0.02671129135363158,0.024984460978087687,1000
0,0,Uniform,ThompsonSampling,DynamicGreedy,1000,HardMaxWithRandom,0.21127999999999997,0.07095396802058232,0.05877895950216757,0.038551998059765918,0.076159941046663251,0.084740272051061286,1000
0,0,Uniform,ThompsonSampling,DynamicGreedy,3000,HardMaxWithRandom,0.25793000000000005,0.045554882284097618,0.046158443802830545,0.038551519180192804,0.076160183158299186,0.070427945708195119,1000
0,0,Uniform,ThompsonSampling,DynamicGreedy,5000,HardMaxWithRandom,0.281806,0.03381124756350861,0.035795276303924095,0.038551425192225514,0.076160230711581609,0.062550760178964854,1000
0,0,Uniform,ThompsonSampling,DynamicGreedy,7000,HardMaxWithRandom,0.30166428571428566,0.026791253516904718,0.029300497881230177,0.038551386061056701,0.076160250513402694,0.059363476035592173,1000
0,0,Uniform,ThompsonSampling,DynamicGreedy,10000,HardMaxWithRandom,0.331451,0.020506086680004042,0.024109294303399659,0.038551357175899602,0.076160265131635818,0.054600447779395156,1000
0,0,Uniform,ThompsonSampling,DynamicGreedy,12000,HardMaxWithRandom,0.35408666666666666,0.0177458908105802,0.02131919733278604,0.038551345914257074,0.076160270831233765,0.052286945350350382,1000
0,0,Uniform,ThompsonSampling,DynamicGreedy,15000,HardMaxWithRandom,0.38336133333333344,0.013695799502758179,0.017853739792994726,0.038551334780627423,0.076160276466205254,0.048685747034606715,1000
0,0,Uniform,DynamicGreedy,DynamicEpsilonGreedy,1000,HardMaxWithRandom,0.14705000000000001,0.072690535552616786,0.082731046540617331,0.014274831032666383,0.023694072876359981,0.06855225109269561,1000
0,0,Uniform,DynamicGreedy,DynamicEpsilonGreedy,3000,HardMaxWithRandom,0.17190999999999998,0.062034864393995776,0.088139939729005676,0.013379345384313764,0.022380445124155796,0.060612767034516686,1000
0,0,Uniform,DynamicGreedy,DynamicEpsilonGreedy,5000,HardMaxWithRandom,0.204266,0.058752788639447197,0.090312948616227462,0.013024980865103081,0.02212835606161374,0.058894070805412889,1000
0,0,Uniform,DynamicGreedy,DynamicEpsilonGreedy,7000,HardMaxWithRandom,0.25707999999999998,0.056189096680147259,0.090824473603156916,0.012841572009941342,0.021546300638178348,0.057984051102599583,1000
0,0,Uniform,DynamicGreedy,DynamicEpsilonGreedy,10000,HardMaxWithRandom,0.29544300000000001,0.054360143598344374,0.089758287099323777,0.012363416155653778,0.020185186406196161,0.056344115863279948,1000
0,0,Uniform,DynamicGreedy,DynamicEpsilonGreedy,12000,HardMaxWithRandom,0.30573416666666664,0.053158973119148155,0.088522902594232428,0.012182912047263343,0.019767819103588907,0.055383540770183232,1000
0,0,Uniform,DynamicGreedy,DynamicEpsilonGreedy,15000,HardMaxWithRandom,0.32526466666666665,0.05137676994371123,0.08619449874678109,0.011523621022588786,0.017393868886258084,0.054297160966337535,1000
