Prior,P1 Alg,P2 Alg,Time Horizon,Agent Alg,Market Share for P1,P1 Regret,P2 Regret,Abs Delta Regret,Memory Size
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.2714,0.0077376565954311097,0.0020861926983255508,0.0056514638971055589,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.61,0.026229508196721464,0.049358974358974711,0.023129466162253247,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.2633333333333333,0.027531645569620473,0.049298642533934824,0.021766996964314351,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.3238,0.022853613341568893,0.049275362318841651,0.026421748977272758,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.242,0.031404958677685876,0.010290237467018445,0.021114721210667431,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.081,0.031275720164608979,0.0040623866521581524,0.027213333512450828,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.0486,0.031275720164608979,0.0029955854530166219,0.028280134711592356,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.322,0.043012422360248645,0.0135693215339233,0.029443100826325345,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.7736666666666666,0.025592417061610841,0.013549337260677464,0.012043079800933377,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.6986,0.018322359003721301,0.0068347710683477197,0.011487587935373581,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.434,0.02200460829493088,0.0021201413427561857,0.019884466952174693,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMax,0.3293333333333333,0.014929149797570927,0.0025099403578528784,0.012419209439718049,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMax,0.3114,0.012042389210019351,0.0022218995062445487,0.0098204897037748023,10
Needle In Haystack Medium,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMax,0.173,0.043930635838150184,0.0017533252720677163,0.042177310566082468,10
