P1 Number of NaNs,P2 Number of NaNs,Prior,P1 Alg,P2 Alg,Time Horizon,Agent Alg,Market Share for P1,P1 Regret Mean,P1 Regret Std,P2 Regret Mean,P2 Regret Std,Abs Average Delta Regret,Memory Size
0,0,Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMaxWithRandom,0.3410363854458216,0.011047276938576859,0.0065048780262065876,0.035489663780122582,0.055583524581615196,0.030181073083902957,10
0,0,Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMaxWithRandom,0.56022710915633744,0.0069867754522799242,0.0033432743296197367,0.023440793171171356,0.0377311078237886,0.018241695022396257,10
0,0,Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMaxWithRandom,0.11477489004398241,0.034544514320222583,0.03754807009170795,0.069719306503766065,0.083005218444385132,0.081191611934840452,25
0,0,Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMaxWithRandom,0.35937624950020003,0.012772179121433492,0.017307657476240319,0.051422512779277695,0.074950219786863045,0.050361421019892647,25
0,0,Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMaxWithRandom,0.60048140743702505,0.0069646974448030379,0.0060741220216614924,0.040083472287134832,0.065720807511731691,0.036116515572512893,25
0,0,Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,1000,HardMaxWithRandom,0.11363934426229508,0.049240848724307971,0.049894855836061826,0.073894056596959967,0.07938839751189139,0.094566070248095394,100
0,0,Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,3000,HardMaxWithRandom,0.35537145141943216,0.022599880315029838,0.033013247141368378,0.059058939213902512,0.077878780982467685,0.066770337090743551,100
0,0,Needle In Haystack High,ThompsonSampling,DynamicEpsilonGreedy,5000,HardMaxWithRandom,0.6017449020391844,0.012154734913761098,0.022896606381239165,0.052156242846582275,0.07678106886895178,0.053024996711876868,100
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,1000,HardMaxWithRandom,0.1235281887245102,0.027935638147390401,0.03156880564720986,0.098399625417695785,0.097350201405960776,0.10648262651297438,10
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,3000,HardMaxWithRandom,0.38750099960015993,0.010530320032009507,0.017465591326605457,0.096803819188415602,0.098838761793291291,0.10014070039708167,10
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,5000,HardMaxWithRandom,0.65947221111555376,0.0072368904822724487,0.017154462671556542,0.09624331063000037,0.099301097233856231,0.098913975983340563,10
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,1000,HardMaxWithRandom,0.11830467812874849,0.03784594743960959,0.045267547768139904,0.091075911171233356,0.095387725181720007,0.10871912770625618,25
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,3000,HardMaxWithRandom,0.38417592962814873,0.013690986568530832,0.024583764649045218,0.085246535376429192,0.097191012920464226,0.091626528635790863,25
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,5000,HardMaxWithRandom,0.65990883646541398,0.0069030107090759102,0.0069938676497353835,0.081483502931132323,0.09632152340851248,0.083732471539967615,25
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,1000,HardMaxWithRandom,0.12594002399040383,0.040204413557694857,0.043304739300921151,0.10049699340931655,0.092781800464582231,0.1082968613791358,100
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,3000,HardMaxWithRandom,0.40566973210715712,0.018559051596169909,0.032323155500215396,0.095237336677796672,0.096918437368978996,0.10499982283890751,100
0,0,Needle In Haystack High,ThompsonSampling,DynamicGreedy,5000,HardMaxWithRandom,0.68764334266293492,0.012440953271103112,0.028173037667467638,0.092630167641232955,0.097943282776522533,0.099582839362450007,100
0,0,Needle In Haystack High,DynamicGreedy,DynamicEpsilonGreedy,1000,HardMaxWithRandom,0.093581767293082749,0.062445082002234316,0.089703501420673515,0.045654409877996315,0.067569003472102956,0.083374450246764431,10
